AGE,LEAVES_USED,LEAVES_REMAINING,RATINGS,PAST_EXP,TENURE,SEX_M,DESIGNATION_Associate,DESIGNATION_Director,DESIGNATION_Manager,DESIGNATION_Senior Analyst,DESIGNATION_Senior Manager,UNIT_IT,UNIT_Management,UNIT_Marketing,UNIT_Operations,UNIT_Web,SALARY
23.0,18.0,12.0,4.0,0.0,2.223134839151266,1,0,0,0,0,0,0,0,1,0,0,47755
21.0,17.0,13.0,3.0,0.0,1.4757015742642026,0,0,0,0,0,0,0,0,0,1,0,49826
28.0,25.0,5.0,3.0,5.0,2.757015742642026,0,0,0,0,1,0,0,0,0,1,0,50044
26.0,25.0,5.0,2.0,1.0,4.292950034223135,1,0,0,0,1,0,0,0,1,0,0,58638
22.0,17.0,13.0,3.0,0.0,2.565366187542779,0,0,0,0,0,0,0,0,0,1,0,40208
23.0,24.0,6.0,4.0,0.0,2.3436002737850785,0,0,0,0,0,0,0,0,0,0,0,46966
25.0,19.0,11.0,3.0,1.0,3.430527036276523,1,0,0,0,0,0,1,0,0,0,0,48355
22.0,18.0,12.0,3.0,0.0,2.4750171115674195,0,0,0,0,0,0,1,0,0,0,0,41926
23.0,17.0,13.0,4.0,0.0,2.7624914442162902,1,0,0,0,0,0,0,1,0,0,0,45822
21.0,23.0,7.0,5.0,0.0,1.626283367556468,1,0,0,0,0,0,1,0,0,0,0,41250
25.0,18.0,12.0,5.0,1.0,3.0417522245037647,0,0,0,0,0,0,0,0,0,0,0,42128
27.0,26.0,4.0,2.0,1.0,4.2792607802874745,1,0,0,0,1,0,0,0,1,0,0,59124
23.0,20.0,10.0,4.0,0.0,2.926762491444216,0,0,0,0,0,0,0,0,0,0,1,41304
22.0,20.0,10.0,4.0,0.0,3.1074606433949348,1,0,0,0,0,0,0,0,0,0,1,45062
32.0,28.0,2.0,2.0,4.0,3.1786447638603694,1,1,0,0,0,0,0,0,1,0,0,72626
22.0,21.0,9.0,2.0,0.0,1.5222450376454484,0,0,0,0,0,0,0,1,0,0,0,42375
21.0,26.0,4.0,5.0,0.0,2.130047912388775,0,0,0,0,0,0,0,0,0,0,0,48025
28.0,23.0,7.0,5.0,0.0,4.42984257357974,1,0,0,0,1,0,0,0,0,0,0,61638
22.0,24.0,6.0,4.0,0.0,1.486652977412731,1,0,0,0,0,0,1,0,0,0,0,43807
24.0,27.0,3.0,3.0,1.0,2.833675564681725,1,0,0,0,0,0,0,1,0,0,0,47143
21.0,27.0,3.0,3.0,0.0,2.379192334017796,1,0,0,0,0,0,0,0,0,0,1,49686
33.0,15.0,15.0,5.0,9.0,2.403832991101985,1,0,0,1,0,0,1,0,0,0,0,141477
25.0,24.0,6.0,5.0,0.0,3.060917180013689,0,0,0,0,1,0,0,0,0,1,0,52370
41.0,23.0,7.0,3.0,10.0,6.012320328542095,0,0,1,0,0,0,0,0,1,0,0,323196
25.0,26.0,4.0,5.0,0.0,2.6694045174537986,0,0,0,0,1,0,0,0,0,1,0,68319
36.0,26.0,4.0,5.0,10.0,2.9842573579739904,0,0,0,0,0,1,0,0,0,1,0,190618
25.0,17.0,13.0,2.0,2.0,2.458590006844627,1,0,0,0,0,0,0,0,0,0,0,49522
25.0,30.0,0.0,4.0,1.0,3.3155373032169746,1,0,0,0,0,0,0,0,1,0,0,40140
35.0,17.0,13.0,3.0,6.0,5.423682409308693,1,0,0,0,0,1,0,0,1,0,0,192623
22.0,21.0,9.0,3.0,0.0,2.4668035592060233,1,0,0,0,0,0,1,0,0,0,0,48266
21.0,16.0,14.0,4.0,0.0,2.7214236824093088,0,0,0,0,0,0,0,0,0,1,0,48492
25.0,20.0,10.0,5.0,3.0,1.5496235455167693,0,0,0,0,0,0,0,0,1,0,0,44373
28.0,24.0,6.0,3.0,5.0,2.2258726899383983,0,0,0,0,1,0,0,0,0,0,1,66338
23.0,16.0,14.0,4.0,0.0,3.463381245722108,0,0,0,0,0,0,1,0,0,0,0,41394
36.0,25.0,5.0,3.0,12.0,3.030800821355236,0,0,0,0,0,1,0,0,0,0,0,167610
27.0,19.0,11.0,4.0,2.0,4.142368240930869,1,0,0,0,1,0,0,0,0,1,0,52760
22.0,27.0,3.0,4.0,0.0,3.2279260780287475,1,0,0,0,0,0,0,0,1,0,0,46703
28.0,17.0,13.0,4.0,5.0,2.639288158795346,1,0,0,0,1,0,0,0,1,0,0,68604
29.0,22.0,8.0,4.0,6.0,2.4640657084188913,0,1,0,0,0,0,0,0,0,1,0,97400
21.0,30.0,0.0,4.0,0.0,1.6865160848733745,0,0,0,0,0,0,0,0,0,1,0,46772
21.0,26.0,4.0,3.0,0.0,1.5523613963039014,0,0,0,0,0,0,0,0,0,0,1,48939
22.0,16.0,14.0,3.0,0.0,2.7104722792607805,0,0,0,0,0,0,0,1,0,0,0,46452
23.0,28.0,2.0,5.0,0.0,3.4277891854893907,0,0,0,0,0,0,0,0,1,0,0,44824
23.0,22.0,8.0,5.0,1.0,1.8316221765913758,1,0,0,0,0,0,0,0,0,1,0,47701
22.0,24.0,6.0,2.0,0.0,1.88911704312115,0,0,0,0,0,0,0,1,0,0,0,41430
21.0,16.0,14.0,3.0,0.0,2.080766598220397,0,0,0,0,0,0,0,0,0,1,0,48242
24.0,27.0,3.0,3.0,2.0,1.9739904175222451,0,0,0,0,0,0,0,0,0,1,0,44108
32.0,29.0,1.0,2.0,6.0,3.7125256673511293,1,0,0,1,0,0,0,0,0,1,0,140762
23.0,17.0,13.0,3.0,0.0,3.033538672142368,1,0,0,0,0,0,0,0,1,0,0,45797
21.0,19.0,11.0,5.0,0.0,3.2279260780287475,1,0,0,0,0,0,0,1,0,0,0,44044
28.0,29.0,1.0,3.0,2.0,2.9897330595482545,0,1,0,0,0,0,0,0,0,0,0,87171
24.0,15.0,15.0,4.0,2.0,1.5605749486652978,1,0,0,0,0,0,1,0,0,0,0,47899
22.0,16.0,14.0,3.0,0.0,3.2881587953456535,1,0,0,0,0,0,1,0,0,0,0,46038
21.0,27.0,3.0,4.0,0.0,3.488021902806297,1,0,0,0,0,0,1,0,0,0,0,45896
24.0,25.0,5.0,2.0,0.0,3.405886379192334,1,0,0,0,0,0,0,0,0,0,0,45675
22.0,20.0,10.0,4.0,0.0,3.186858316221766,1,0,0,0,0,0,1,0,0,0,0,47525
24.0,20.0,10.0,2.0,1.0,2.0479123887748116,1,0,0,0,0,0,0,1,0,0,0,48222
22.0,23.0,7.0,4.0,0.0,2.1245722108145104,0,0,0,0,0,0,0,0,0,0,0,47967
24.0,20.0,10.0,2.0,1.0,2.409308692676249,1,0,0,0,0,0,0,1,0,0,0,48122
21.0,29.0,1.0,5.0,0.0,3.2005475701574264,0,0,0,0,0,0,0,0,0,0,0,41564
25.0,27.0,3.0,2.0,1.0,3.02258726899384,0,0,0,0,0,0,0,0,0,0,1,48362
21.0,23.0,7.0,3.0,0.0,1.9274469541409993,0,0,0,0,0,0,0,0,0,0,0,40955
28.0,28.0,2.0,4.0,3.0,2.967830253251198,0,0,0,0,1,0,0,1,0,0,0,57182
25.0,26.0,4.0,5.0,3.0,1.88911704312115,1,0,0,0,0,0,0,0,0,1,0,48363
23.0,17.0,13.0,3.0,1.0,1.620807665982204,1,0,0,0,0,0,0,0,0,1,0,44225
23.0,21.0,9.0,3.0,1.0,1.5550992470910336,0,0,0,0,0,0,1,0,0,0,0,49015
31.0,28.0,2.0,3.0,2.0,4.91170431211499,0,1,0,0,0,0,0,0,0,0,1,83091
24.0,24.0,6.0,2.0,0.0,3.0992470910335386,1,0,0,0,0,0,0,0,0,0,1,47499
24.0,19.0,11.0,4.0,0.0,3.3182751540041067,0,0,0,0,0,0,1,0,0,0,0,49020
24.0,22.0,8.0,5.0,1.0,2.11088295687885,0,0,0,0,0,0,1,0,0,0,0,49806
28.0,24.0,6.0,3.0,5.0,1.571526351813826,0,1,0,0,0,0,0,1,0,0,0,93659
39.0,28.0,2.0,3.0,13.0,5.28952772073922,0,0,0,0,0,1,0,1,0,0,0,161799
25.0,27.0,3.0,5.0,1.0,3.3949349760438055,0,0,0,0,0,0,1,0,0,0,0,47201
24.0,23.0,7.0,4.0,1.0,2.403832991101985,0,0,0,0,0,0,0,0,0,0,0,42672
31.0,30.0,0.0,4.0,6.0,3.5071868583162216,1,1,0,0,0,0,0,0,0,0,0,77261
25.0,21.0,9.0,3.0,2.0,2.732375085557837,1,0,0,0,0,0,0,0,0,1,0,41357
25.0,24.0,6.0,5.0,2.0,2.513347022587269,1,0,0,0,0,0,1,0,0,0,0,40786
32.0,19.0,11.0,3.0,3.0,5.201916495550993,1,1,0,0,0,0,0,0,1,0,0,90512
42.0,28.0,2.0,4.0,15.0,3.1047227926078027,0,0,1,0,0,0,0,0,0,1,0,270193
33.0,26.0,4.0,4.0,5.0,3.7180013689253935,0,0,0,1,0,0,0,0,0,1,0,126294
24.0,28.0,2.0,5.0,1.0,2.3983572895277208,0,0,0,0,0,0,0,0,0,0,0,43339
26.0,23.0,7.0,5.0,0.0,3.0965092402464065,1,0,0,0,1,0,0,1,0,0,0,54689
24.0,23.0,7.0,5.0,2.0,1.8836413415468858,1,0,0,0,0,0,1,0,0,0,0,45464
21.0,18.0,12.0,2.0,0.0,2.9322381930184807,0,0,0,0,0,0,0,0,0,1,0,41979
30.0,21.0,9.0,3.0,2.0,3.789185489390828,1,1,0,0,0,0,0,0,1,0,0,90346
23.0,20.0,10.0,4.0,1.0,1.9055441478439425,0,0,0,0,0,0,0,0,0,0,1,47160
32.0,18.0,12.0,3.0,7.0,4.262833675564682,0,0,0,1,0,0,0,0,0,0,0,112363
21.0,16.0,8.0,5.0,0.0,1.8836413415468858,0,0,0,0,0,0,1,0,0,0,0,44812
22.0,27.0,3.0,5.0,0.0,2.568104038329911,0,0,0,0,0,0,1,0,0,0,0,45111
24.0,17.0,13.0,4.0,2.0,1.864476386036961,0,0,0,0,0,0,0,0,0,0,1,40277
31.0,28.0,2.0,2.0,5.0,3.707049965776865,1,1,0,0,0,0,0,0,0,0,0,82514
22.0,28.0,2.0,5.0,0.0,2.8145106091718,0,0,0,0,0,0,0,0,0,0,0,43886
25.0,25.0,5.0,5.0,1.0,3.252566735112936,0,0,0,0,0,0,0,1,0,0,0,43453
22.0,18.0,12.0,5.0,0.0,3.052703627652293,1,0,0,0,0,0,1,0,0,0,0,41989
22.0,24.0,6.0,3.0,0.0,2.21492128678987,0,0,0,0,0,0,0,0,0,1,0,40013
25.0,15.0,15.0,4.0,2.0,2.48870636550308,0,0,0,0,0,0,0,0,0,0,1,48204
23.0,24.0,6.0,4.0,1.0,1.5304585900068446,1,0,0,0,0,0,1,0,0,0,0,42490
22.0,22.0,8.0,4.0,0.0,3.3429158110882957,1,0,0,0,0,0,1,0,0,0,0,43240
21.0,19.0,11.0,3.0,0.0,3.373032169746749,1,0,0,0,0,0,0,1,0,0,0,45716
22.0,16.0,14.0,4.0,0.0,1.5331964407939767,0,0,0,0,0,0,0,0,0,1,0,46244
24.0,24.0,6.0,4.0,1.0,2.0944558521560577,0,0,0,0,0,0,0,1,0,0,0,44561
28.0,23.0,7.0,4.0,0.0,3.6659822039698837,1,0,0,0,1,0,0,0,0,0,1,62243
22.0,25.0,5.0,5.0,0.0,2.9897330595482545,1,0,0,0,0,0,0,0,0,1,0,46883
32.0,17.0,13.0,5.0,6.0,5.032169746748802,0,1,0,0,0,0,0,0,0,0,1,72598
32.0,15.0,15.0,5.0,8.0,3.7316906228610542,1,1,0,0,0,0,0,0,0,1,0,76072
28.0,20.0,10.0,2.0,0.0,3.978097193702943,1,0,0,0,1,0,0,0,0,0,0,55949
25.0,17.0,13.0,3.0,2.0,2.830937713894593,0,0,0,0,0,0,0,0,1,0,0,49190
22.0,26.0,4.0,3.0,0.0,3.34839151266256,0,0,0,0,0,0,0,1,0,0,0,48681
23.0,30.0,0.0,4.0,0.0,3.1129363449691994,0,0,0,0,0,0,0,1,0,0,0,45380
21.0,25.0,5.0,2.0,0.0,2.568104038329911,0,0,0,0,0,0,0,0,0,0,1,44181
24.0,29.0,1.0,2.0,1.0,2.8145106091718,1,0,0,0,0,0,0,0,0,0,1,47791
21.0,25.0,5.0,5.0,0.0,3.430527036276523,0,0,0,0,0,0,0,1,0,0,0,43681
23.0,23.0,7.0,5.0,0.0,2.028747433264887,1,0,0,0,0,0,0,1,0,0,0,49592
24.0,24.0,6.0,3.0,1.0,2.7734428473648185,0,0,0,0,0,0,0,0,0,0,1,49045
25.0,22.0,8.0,3.0,0.0,3.4113620807665983,1,0,0,0,1,0,0,0,1,0,0,50130
25.0,18.0,12.0,2.0,3.0,1.8015058179329226,0,0,0,0,0,0,0,0,1,0,0,49321
23.0,27.0,3.0,5.0,0.0,3.1101984941820673,1,0,0,0,0,0,0,1,0,0,0,40998
24.0,24.0,6.0,2.0,1.0,2.9130732375085557,1,0,0,0,0,0,1,0,0,0,0,40285
24.0,18.0,12.0,5.0,1.0,2.921286789869952,0,0,0,0,0,0,0,0,0,0,0,44359
40.0,20.0,10.0,4.0,15.0,1.6563997262149213,1,0,1,0,0,0,1,0,0,0,0,319742
25.0,27.0,3.0,5.0,2.0,2.1820670773442847,1,0,0,0,0,0,0,0,0,1,0,47843
28.0,20.0,10.0,3.0,2.0,3.36208076659822,1,0,0,0,1,0,0,1,0,0,0,51369
28.0,25.0,5.0,3.0,3.0,3.2334017796030117,1,1,0,0,0,0,0,1,0,0,0,93529
21.0,28.0,2.0,4.0,0.0,3.433264887063655,1,0,0,0,0,0,0,0,1,0,0,46142
23.0,22.0,8.0,3.0,1.0,1.730321697467488,0,0,0,0,0,0,0,0,1,0,0,43319
25.0,23.0,7.0,5.0,3.0,1.4976043805612593,0,0,0,0,0,0,0,0,0,0,1,48808
21.0,24.0,6.0,5.0,0.0,1.7166324435318274,1,0,0,0,0,0,0,0,1,0,0,43542
28.0,19.0,11.0,3.0,4.0,3.756331279945243,0,0,0,0,1,0,0,0,0,0,1,69772
24.0,30.0,0.0,4.0,1.0,2.0670773442847366,0,0,0,0,0,0,0,0,0,0,0,44054
22.0,25.0,5.0,3.0,0.0,1.9219712525667352,1,0,0,0,0,0,1,0,0,0,0,43733
32.0,20.0,10.0,4.0,8.0,3.6605065023956196,0,1,0,0,0,0,0,0,0,1,0,86705
22.0,27.0,3.0,5.0,0.0,2.220396988364134,0,0,0,0,0,0,0,1,0,0,0,40485
22.0,16.0,14.0,3.0,0.0,1.68104038329911,0,0,0,0,0,0,0,1,0,0,0,42102
22.0,28.0,2.0,2.0,0.0,3.4715947980835042,0,0,0,0,0,0,1,0,0,0,0,45392
24.0,17.0,13.0,4.0,0.0,3.1950718685831623,0,0,0,0,0,0,1,0,0,0,0,49624
21.0,24.0,6.0,5.0,0.0,3.14031485284052,1,0,0,0,0,0,0,0,1,0,0,40246
23.0,28.0,2.0,4.0,0.0,2.855578370978782,1,0,0,0,0,0,0,1,0,0,0,41718
35.0,15.0,15.0,2.0,9.0,4.128678986995209,0,0,0,1,0,0,0,0,1,0,0,123504
28.0,20.0,10.0,5.0,4.0,1.6399726214921286,0,0,0,0,1,0,0,0,0,0,1,64108
25.0,25.0,5.0,5.0,2.0,2.5927446954141,1,0,0,0,0,0,0,0,1,0,0,43074
25.0,29.0,1.0,4.0,3.0,1.83709787816564,0,0,0,0,0,0,1,0,0,0,0,47683
23.0,21.0,9.0,4.0,1.0,1.8480492813141685,0,0,0,0,0,0,1,0,0,0,0,48869
21.0,27.0,3.0,5.0,0.0,3.24435318275154,0,0,0,0,0,0,1,0,0,0,0,41017
25.0,26.0,4.0,3.0,3.0,1.5195071868583163,1,0,0,0,0,0,0,0,0,1,0,44448
22.0,17.0,13.0,3.0,0.0,2.6830937713894594,0,0,0,0,0,0,0,0,0,1,0,47430
24.0,28.0,2.0,4.0,0.0,3.3429158110882957,1,0,0,0,0,0,0,0,0,0,0,47068
26.0,22.0,8.0,4.0,3.0,2.425735797399042,0,0,0,0,1,0,0,0,0,0,1,52287
24.0,21.0,9.0,3.0,1.0,2.532511978097194,1,0,0,0,0,0,0,0,1,0,0,47417
22.0,16.0,14.0,5.0,0.0,2.543463381245722,1,0,0,0,0,0,0,0,1,0,0,49617
25.0,24.0,6.0,5.0,1.0,3.025325119780972,0,0,0,0,0,0,0,1,0,0,0,41203
28.0,24.0,6.0,4.0,5.0,2.5763175906913074,0,0,0,0,1,0,0,1,0,0,0,58617
23.0,22.0,8.0,5.0,1.0,1.431895961670089,1,0,0,0,0,0,1,0,0,0,0,49512
24.0,27.0,3.0,5.0,2.0,1.78507871321013,0,0,0,0,0,0,0,0,0,0,0,48042
21.0,28.0,2.0,4.0,0.0,3.1238877481177276,0,0,0,0,0,0,0,0,0,0,0,49892
23.0,24.0,6.0,4.0,0.0,2.1574264202600957,1,0,0,0,0,0,0,0,0,0,0,42737
24.0,18.0,12.0,4.0,0.0,3.0663928815879533,0,0,0,0,0,0,0,0,0,0,0,48393
35.0,28.0,2.0,4.0,9.0,2.5516769336071183,0,0,0,1,0,0,0,0,1,0,0,140401
25.0,29.0,1.0,5.0,1.0,3.8521560574948666,0,0,0,0,1,0,0,1,0,0,0,65212
21.0,27.0,3.0,2.0,0.0,1.78507871321013,1,0,0,0,0,0,0,0,1,0,0,47014
23.0,24.0,6.0,4.0,0.0,2.4503764544832305,0,0,0,0,0,0,0,0,0,0,1,46984
40.0,22.0,8.0,4.0,12.0,6.225872689938399,0,0,1,0,0,0,0,1,0,0,0,313938
25.0,17.0,13.0,5.0,1.0,3.1978097193702943,1,0,0,0,0,0,0,1,0,0,0,42280
21.0,20.0,10.0,3.0,0.0,1.4811772758384667,0,0,0,0,0,0,0,0,1,0,0,49610
23.0,18.0,12.0,4.0,0.0,2.190280629705681,0,0,0,0,0,0,1,0,0,0,0,41457
22.0,16.0,14.0,4.0,0.0,3.4387405886379194,0,0,0,0,0,0,0,0,0,0,1,40780
26.0,24.0,6.0,5.0,1.0,2.86652977412731,0,0,0,0,1,0,0,1,0,0,0,66339
22.0,18.0,12.0,3.0,0.0,1.4811772758384667,1,0,0,0,0,0,0,0,1,0,0,47013
24.0,22.0,8.0,4.0,1.0,2.0314852840520192,1,0,0,0,0,0,0,0,1,0,0,43681
24.0,17.0,13.0,5.0,2.0,1.5523613963039014,1,0,0,0,0,0,0,0,0,1,0,44472
36.0,27.0,3.0,3.0,6.0,5.533196440793977,0,0,0,0,0,1,1,0,0,0,0,179845
26.0,25.0,5.0,3.0,1.0,3.052703627652293,1,0,0,0,1,0,0,0,1,0,0,54987
24.0,30.0,0.0,5.0,2.0,1.894592744695414,0,0,0,0,0,0,0,0,0,0,1,44028
21.0,18.0,12.0,3.0,0.0,1.6180698151950719,1,0,0,0,0,0,0,0,0,0,1,49627
22.0,16.0,14.0,4.0,0.0,1.5797399041752225,0,0,0,0,0,0,1,0,0,0,0,41953
30.0,27.0,3.0,3.0,1.0,5.002053388090349,0,1,0,0,0,0,0,0,1,0,0,92460
24.0,18.0,12.0,5.0,1.0,2.9075975359342916,1,0,0,0,0,0,1,0,0,0,0,45589
28.0,21.0,9.0,5.0,3.0,4.4955509924709105,1,0,0,0,1,0,0,0,0,0,1,61413
22.0,25.0,5.0,2.0,0.0,1.4428473648186173,1,0,0,0,0,0,0,0,1,0,0,42361
24.0,21.0,9.0,2.0,1.0,2.239561943874059,1,0,0,0,0,0,0,0,1,0,0,46126
21.0,24.0,6.0,4.0,0.0,2.7652292950034223,0,0,0,0,0,0,0,0,1,0,0,46012
21.0,26.0,4.0,4.0,0.0,1.8699520876112252,0,0,0,0,0,0,0,0,0,0,1,40586
23.0,24.0,6.0,4.0,0.0,3.3073237508555784,0,0,0,0,0,0,0,0,0,1,0,42075
24.0,24.0,6.0,5.0,0.0,3.0088980150581794,0,0,0,0,0,0,0,0,0,0,0,43433
25.0,28.0,2.0,3.0,1.0,3.4195756331279945,0,0,0,0,0,0,0,0,0,1,0,49931
23.0,20.0,10.0,5.0,0.0,2.91854893908282,0,0,0,0,0,0,1,0,0,0,0,46854
25.0,16.0,14.0,2.0,1.0,3.4962354551676933,0,0,0,0,0,0,1,0,0,0,0,42008
22.0,24.0,6.0,2.0,0.0,1.6372347707049966,1,0,0,0,0,0,0,0,0,0,0,48868
27.0,24.0,6.0,4.0,3.0,1.9028062970568105,1,0,0,0,1,0,1,0,0,0,0,65600
22.0,28.0,2.0,5.0,0.0,3.164955509924709,0,0,0,0,0,0,0,1,0,0,0,41071
29.0,28.0,2.0,4.0,2.0,2.5516769336071183,0,1,0,0,0,0,0,1,0,0,0,80173
21.0,26.0,4.0,5.0,0.0,1.88911704312115,0,0,0,0,0,0,1,0,0,0,0,44742
23.0,19.0,11.0,3.0,0.0,2.0424366872005475,1,0,0,0,0,0,0,0,0,0,1,41467
24.0,28.0,2.0,2.0,0.0,3.0198494182067077,0,0,0,0,0,0,0,0,0,0,1,47050
24.0,23.0,7.0,3.0,2.0,1.648186173853525,1,0,0,0,0,0,0,0,1,0,0,41109
21.0,19.0,11.0,5.0,0.0,3.457905544147844,0,0,0,0,0,0,0,0,0,1,0,45321
28.0,17.0,13.0,4.0,4.0,3.759069130732375,0,0,0,0,1,0,1,0,0,0,0,64248
21.0,30.0,0.0,5.0,0.0,1.8151950718685832,1,0,0,0,0,0,0,1,0,0,0,48662
22.0,23.0,7.0,3.0,0.0,2.3627652292950034,0,0,0,0,0,0,0,0,0,0,1,46029
30.0,27.0,3.0,4.0,5.0,4.706365503080082,0,1,0,0,0,0,0,1,0,0,0,89043
23.0,20.0,10.0,4.0,0.0,3.1457905544147846,1,0,0,0,0,0,0,1,0,0,0,45289
24.0,26.0,4.0,3.0,2.0,1.949349760438056,0,0,0,0,0,0,0,0,0,0,1,46779
29.0,26.0,4.0,4.0,3.0,3.649555099247091,1,1,0,0,0,0,0,0,0,1,0,92590
22.0,28.0,2.0,3.0,0.0,2.3956194387405887,0,0,0,0,0,0,0,0,0,0,1,46770
22.0,20.0,10.0,4.0,0.0,2.1738535249828885,1,0,0,0,0,0,0,0,0,0,1,47316
21.0,27.0,3.0,3.0,0.0,1.839835728952772,0,0,0,0,0,0,1,0,0,0,0,42395
39.0,30.0,0.0,4.0,13.0,4.848733744010952,0,0,0,0,0,1,0,0,1,0,0,175497
25.0,25.0,5.0,4.0,2.0,2.324435318275154,0,0,0,0,0,0,1,0,0,0,0,42221
24.0,18.0,12.0,4.0,2.0,1.5359342915811087,1,0,0,0,0,0,1,0,0,0,0,49955
21.0,25.0,5.0,3.0,0.0,3.0171115674195756,1,0,0,0,0,0,0,0,1,0,0,44512
24.0,15.0,15.0,4.0,0.0,3.3401779603011637,0,0,0,0,0,0,0,1,0,0,0,47774
23.0,20.0,10.0,5.0,0.0,2.6666666666666665,1,0,0,0,0,0,0,0,1,0,0,45927
35.0,20.0,10.0,4.0,8.0,4.312114989733059,1,0,0,1,0,0,1,0,0,0,0,124154
23.0,17.0,13.0,4.0,0.0,3.049965776865161,1,0,0,0,0,0,0,1,0,0,0,48587
25.0,18.0,12.0,5.0,1.0,3.4168377823408624,0,0,0,0,0,0,1,0,0,0,0,45729
28.0,21.0,9.0,2.0,4.0,3.405886379192334,1,0,0,0,1,0,0,1,0,0,0,65639
32.0,27.0,3.0,4.0,8.0,3.7700205338809036,1,0,0,1,0,0,0,0,1,0,0,118174
21.0,30.0,0.0,3.0,0.0,2.5571526351813825,0,0,0,0,0,0,1,0,0,0,0,48831
21.0,23.0,7.0,4.0,0.0,2.102669404517454,1,0,0,0,0,0,0,0,0,0,1,40065
25.0,15.0,15.0,3.0,1.0,3.0061601642710474,1,0,0,0,1,0,0,0,0,1,0,68505
24.0,26.0,4.0,3.0,1.0,2.409308692676249,1,0,0,0,0,0,0,0,1,0,0,48969
26.0,25.0,5.0,5.0,0.0,3.7152635181382614,1,0,0,0,1,0,0,1,0,0,0,65880
21.0,27.0,3.0,3.0,0.0,1.4264202600958247,1,0,0,0,0,0,0,0,0,1,0,42627
28.0,25.0,5.0,2.0,5.0,1.8480492813141685,0,0,0,0,1,0,0,0,0,0,1,64432
25.0,17.0,13.0,4.0,1.0,3.373032169746749,0,0,0,0,0,0,0,1,0,0,0,40508
24.0,17.0,13.0,3.0,2.0,1.51129363449692,0,0,0,0,0,0,0,0,1,0,0,48082
25.0,30.0,0.0,3.0,0.0,3.277207392197125,1,0,0,0,1,0,0,0,0,0,0,55455
21.0,22.0,8.0,3.0,0.0,1.8726899383983573,0,0,0,0,0,0,0,0,1,0,0,42811
24.0,29.0,1.0,3.0,0.0,3.3210130047912387,1,0,0,0,0,0,1,0,0,0,0,46907
21.0,19.0,11.0,3.0,0.0,3.2306639288158796,1,0,0,0,0,0,0,0,1,0,0,48127
23.0,25.0,5.0,4.0,0.0,2.8829568788501025,0,0,0,0,0,0,0,0,0,0,0,44598
31.0,26.0,4.0,2.0,7.0,2.4804928131416837,0,1,0,0,0,0,0,0,0,1,0,93516
25.0,21.0,9.0,5.0,2.0,2.5051334702258727,1,0,0,0,1,0,0,0,1,0,0,69966
24.0,27.0,3.0,2.0,1.0,2.3655030800821355,0,0,0,0,0,0,0,0,0,0,1,44125
23.0,26.0,4.0,5.0,1.0,1.6098562628336757,0,0,0,0,0,0,1,0,0,0,0,48612
25.0,30.0,0.0,3.0,2.0,2.97056810403833,1,0,0,0,0,0,0,1,0,0,0,46965
23.0,29.0,1.0,5.0,1.0,1.6317590691307324,0,0,0,0,0,0,0,1,0,0,0,43260
25.0,17.0,13.0,5.0,2.0,2.1546885694729636,0,0,0,0,0,0,0,0,1,0,0,47229
22.0,18.0,12.0,4.0,0.0,2.3353867214236823,0,0,0,0,0,0,1,0,0,0,0,42369
23.0,15.0,15.0,2.0,0.0,2.513347022587269,1,0,0,0,0,0,0,0,1,0,0,43051
22.0,24.0,6.0,5.0,0.0,3.030800821355236,1,0,0,0,0,0,0,0,0,0,0,43168
21.0,22.0,8.0,5.0,0.0,3.3100616016427105,0,0,0,0,0,0,1,0,0,0,0,47029
25.0,25.0,5.0,2.0,1.0,1.4209445585215605,0,0,0,0,1,0,0,1,0,0,0,64823
23.0,18.0,12.0,4.0,0.0,2.2833675564681726,1,0,0,0,0,0,0,0,0,1,0,47469
28.0,24.0,6.0,5.0,1.0,4.407939767282683,0,0,0,0,1,0,0,0,1,0,0,60183
24.0,27.0,3.0,4.0,1.0,2.0561259411362083,1,0,0,0,0,0,0,0,0,0,0,49654
24.0,23.0,7.0,2.0,2.0,1.593429158110883,1,0,0,0,0,0,0,0,0,0,0,48114
21.0,21.0,9.0,2.0,0.0,3.4195756331279945,0,0,0,0,0,0,0,0,1,0,0,43363
25.0,18.0,12.0,4.0,1.0,3.373032169746749,0,0,0,0,0,0,0,0,1,0,0,46584
32.0,27.0,3.0,2.0,7.0,3.0116358658453115,1,1,0,0,0,0,0,1,0,0,0,91602
22.0,15.0,15.0,2.0,0.0,2.0944558521560577,1,0,0,0,0,0,0,0,0,0,0,41316
23.0,26.0,4.0,4.0,0.0,2.4640657084188913,1,0,0,0,0,0,0,0,0,1,0,44767
32.0,18.0,12.0,2.0,4.0,5.045859000684462,1,0,0,1,0,0,0,0,0,0,1,135210
25.0,24.0,6.0,5.0,2.0,2.3956194387405887,0,0,0,0,0,0,0,0,0,1,0,47326
22.0,21.0,9.0,5.0,0.0,3.3648186173853527,0,0,0,0,0,0,0,0,0,0,1,45036
30.0,30.0,0.0,2.0,3.0,3.972621492128679,0,1,0,0,0,0,0,0,1,0,0,97879
22.0,19.0,11.0,5.0,0.0,2.8281998631074607,1,0,0,0,0,0,0,0,1,0,0,40339
24.0,28.0,2.0,2.0,2.0,1.8863791923340179,1,0,0,0,0,0,0,0,0,1,0,41516
22.0,24.0,6.0,4.0,0.0,2.6803559206023273,0,0,0,0,0,0,0,0,0,0,1,42720
